verse,Label
أَوَيْتُ إِلى دارِ الإمارَةِ أجْتَلِي مَطالِعَ نُور لِلهِدايَة لائِح,1
خُذِ الحَيَاةَ كما جاءتْكَ مبتسماً في كفِّها الغارُ أَو في كفِّها العَدَمُ,1
وارقصْ على الوردِ والأَشواكِ متَّئِداً غنَّتْ لكَ الطَّيرُ أَو غنَّتْ لكَ الرُّجُمُ,1
فسامحْ إِن تكَدَّرَ وُدُّ خِلٍ فإِنَّ المرءَ من ماءِ وطينِ,1
لِكُلِّ مُلِمَّةٍ فَرَجٌ قَريبُ كَمِثلِ اللَّيْلِ يَتْلُوهُ الصَّبَاحُ,1
وَ لِلأَيّامِ أَيدٍ بَاسِطَاتٌ وأَفنِيَةٌ مُوَسَّعَةٌ فِسَاحُ,1
لا تسهَرنَّ إِذا ما الرزقُ ضاقَ ونَمْ في ظِلِّ عيشٍ رقيقٍ ناعمِ البالِ,1
فبينَ غفوةِ عينٍ وانتباهتِها يُقلَّبُ الدهرُ من حالٍ إِلى حالِ,1
فديتكَ لا تأل الحياة ابتسامة أرق وأحنى من خيال مهوم,1
فديتك لا تأل الحياة تبسماً فإنك لم تخلق لغير التبسم,1
وقَتكَ الليالي العابسات عبوسها إذن فتبسم كيف شئت وانعم,1
لا تُشرقُ الروحُ إلا من دُجى ألَمٍ هل تُزهرُ الأرضُ إلّا إنْ بكىٰ المَطَرُ,1
ولقد بلغتُ من التفاؤل أوْجه وقلائلٌ من يفعلون قلائلُ,1
حتى تفاعيلَ البحورِ قرأتُها متفائلٌ متفائلٌ متفائلُ,1
وَلا تَبْتَئِسْ مِنْ مِحْنَةٍ سَاقَهَا الْقَضَا إِلَيْكَ فَكَمْ بُؤْسٍ تَلاهُ نَعِيمُ,1
فَقَدْ تُورِقُ الأَشْجَارُ بَعْدَ ذُبُولِهَا وَيَخْضَرُّ سَاقُ النَّبْتِ وَهْوَ هَشِيمُ,1
ذَا مَا أَرَادَ اللَّهُ إِتْمَامَ حَاجَةٍ أَتَتْكَ عَلَى وَشْكٍ وَأَنْتَ مُقِيمُ,1
إِنَّ لِلآمالِ في أَنْفُسِنا لَذَّةً تُنْعِشُ منها ما ذَبَلْ,1
ألا إنما بشر الحياة تفاؤل تفاءل تعش في زمرة السعداء,1
لقتَ طَليقاً كَطَيفِ النَّسيمِ وحُرًّا كَنُورِ الضُّحى في سَمَاهْ,1
تُغَرِّدُ كالطَّيرِ أَيْنَ اندفعتَ,1
وتشدو بما شاءَ وَحْيُ الإِلهْ وتَمْرَحُ بَيْنَ وُرودِ الصَّباحِ,1
وتنعَمُ بالنُّورِ أَنَّى تَرَاهْ وتَمْشي كما شِئْتَ بَيْنَ المروجِ,1
وتَقْطُفُ وَرْدَ الرُّبى في رُبَاهْ كذا صاغكَ اللهُ يا ابنَ الوُجُودِ,1
وأَلْقَتْكَ في الكونِ هذي الحيَاهْ إلى النُّورِ فالنُّورُ عذْبٌ جميلٌ,1
إلى النُّورِ فالنُّورُ ظِلُّ الإِلهْ النّورُ في قلبِي وبينَ جَوانِحي,1
فَعَلامَ أخشى السَّيرَ في الظّلْماءِ؟ إنِّي أنا النَّايُ الَّذي لا تنتهي,1
أنغامُهُ ما دام في الأَحياءِ وأنا الخِضَمُّ الرحْبُ ليس تزيدُهُ,1
إلاَّ حياةً سَطْوةُ الأَنواءِ كُن زَهرَةً أَو نَغمَةً في زَهرَةٍ,1
فَالمَجدُ لِلأَزهار وَالنَغَماتِ تَمشي الشُهورُ عَلى الوُرودِ ضَحوكَةً وَتَنامُ في الأَشواكِ مُكتَئباتِ,1
فَمِل طَرَباً بَينَ ظِلٍّ هَفا رَطيبٍ وَماءٍ هُناكَ اِنثَعَب,1
ستار ظلام الليل سوف يجاب وتسقى بأضواء الصباح رحابُ,1
وسوف يبين الفجر ما كان خافياً ويفتح من بعد التغلق بابُ,1
وتشدو عصافير المنى بعد صمتها ويخلع ثوب الشؤم عنه غرابُ,1
وتخلص من معنى التشاؤم بومةً لها لغة من حبها وخطابُ,1
وما الشؤم إلا في نفوسٍ مريضةٍ عليها من اليأس الثقيل حجابُ,1
سيمنحنا وجهُ الهلال استدارةٌ ويفتحُ باباً في الظلامِ شِهابُ,1
ستورِقُ أشجار الوفاء وترتمي قشورٌ، ويبقى للصَّبورِ لُبابُ,1
تخصبُ أرضُ الحب منْ بعدِ جدْبها ويُسْعفها بعدَ الجفافِ سحابٌ,1
سنرقى ونرقى ثم نرقى،لأنَّنا تُحَكَّمُ فينا سنَّةٌ وكتابُ,1
أنى تغيب ونور وجهك ساطع وضباء حبك في الفؤاد رواجع,1
أنى تغيب وأنت في عيني ضحى يزهو وبرق في خيالي لامع,1
أمل يُضيء وبالبشائر يبرقُ جذلان يستبق الخطوب فيسبقُ,1
آتٍ بكل الطيبات يزفها=ويكاد من فرح يتيه وينطقُ,1
أحلامنا بالأمس واقع يومنا =وغداً أماني يومنا تتحقق,1
ما أبهج الدنيا بحلم طيب=نضر وآمال حسان تبرقُ,1
أملي الذي ملأ الجوانح بهجة=ومشى بما أرجو وأزهو يغدق,1
وتجمعوا والسعد ملء قلوبهم=والبشر عن أكمامه يتفتق,1
حلم تلألأ في غد ميعاده=كقميص يوسف مِسْكُهُ والرونق,1
أقسمت إن سعوده ووعوده=أبهى الأماني الشائقات وأصدق,1
يعيشُ بالأملِ الإِنسانُ؛ فهو إِذا أضَاعَه زالَ عَنه السَّعيُ والعَملُ,1
ولِي أملٌ قطعتُ بِهِ اللَّيالِي أرَانِي قَدْ فَنيتُ بِه ودَامَا,1
إنَّما يَحيَا الفُؤادُ الآمِلُ وإذا حيَّ يموتُ البَاطِلُ,1
أراكِ، فَتَحلُو لَديَّ الحَياةُ ويملأُ نَفسي صَباحُ الأملْ,1
ويفتِنُني فيكِ فَيضُ الحَياةِ وذَاك الشَّبابُ الوَديعُ الثَّمِلْ,1
ولي أمَلٌ في اللهِ تَحيا بهِ المُنى، ويُشرِقُ وَجهُ الظَنِّ والخَطبُ كاشِرُ,1
تضاحك في يأس ونحس وكربة ... كأن الرزايا عابثات موازحُ,1
ابتسم فالحياة ليست تساوي ... صرخةً منك أو تساوي عويلا,1
نا حَيٌّ وَنَعيِمي بالحيَاهْ ... فَرْحَةٌ تَغْمُرُ مِنْ قَلْبِي مَدَاهْ,1
جْتلَيِ فِي مَوْكِبِ الأيام مَا ... يَبْهَرُ النَّفْسَ وَيَخْفَي مُنْتَهَاَه,1
بَيْنَ جَنْبَيَّ فُؤاَدٌ كُلَّماَ ... نَفَخَ الإحْسَاسُ فِيهِ صَدَحَا,1
تُرْقِصُ الدُّنْيَا عَلَى أَنْغَامِهِ ... كُلَّ مَا فِيهَا أَسًى أوْ فَرَحَا,1
أشرقَ الصبحُ وولت ظلمة الليلِ الرهيبِ,1
يَومُكِ يَوْمي، وعِيدُكِ العيدُ ... وَفيهِ تَحلُو لِي الأناشيدُ,1
أشدُو بأحْلامِ مُهجَتي أبداً ... شِعْراً تَعي سِحْرهُ الْجَلاميدُ,1
بَقِيَّتِي أنتِ في الحياةِ وَمَا ... مَحْيايَ إلا إليكِ مَردُودُ,1
يومُكِ يومي، وتلكَ تَهْنِئَتي ... تزُفُّهَا نَحوَكِ الأغَاريدُ,1
فيه الربيعُ وفيه طيرٌ ما شدتْ ... لكنها تشدو بغيرِ غِناء,1
ما أجمل الحب السعيد وأنتِ قربي وجمال همس كالطيور أوانَ أوْب,1
يومَ الفراق لقدْ خلقتَ طويلا لم تُبقِ لي جلداً ولا معقولا,2
قالوا الرَّحِيلُ فَما شَككْتُ بأُنَها نفسي عن الدنيا تريد رحيلا,2
نَعَم إنّي حزينٌ يا حبيبي فأيامُ اللقاء مضت سراعا,2
وهاهي ساعةُ التوديع حلّت ورُبّانُ النّوى نَشَرَ الشراعا,2
رَفَعتُ بيأسِ مهزوم ٍذراعي وأثقلَ حُزنُ أعماقي الذراعا,2
وتمتمتِ الشفاهُ ولستُ أدري أقلتُ إلى اللقاء ! أم ِالوداعا؟,2
رأيتُ الليلَ يَملؤُني ظلامًا فلَم يَترُك لتعزيتي شُعاعا,2
نَاءٍ عن الأهلِ صِفْرُ الكفِّ منفردٌ كالسيفِ عُرِّيَ متناهُ من الخَللِ,2
فلا صديقَ إليه مشتكَى حزَنِي ولا أنيسَ إليه منتَهى جذلي,2
لم أرتضِ العيشَ والأيامُ مقبلةٌ فكيف أرضَى وقد ولَّتْ على عَجَلِ,2
ما كنتُ أُوثِرُ أن يمتدَّ بي زمني حتى أرى دولةَ الأوغادِ والسّفَلِ,2
تقدَّمتني أناسٌ كان شَوطُهُمُ وراءَ خطويَ إذ أمشي على مَهَلِ,2
هذا جَزاءُ امرئٍ أقرانُه درَجُوا من قَبْلهِ فتمنَّى فُسحةَ الأجلِ,2
وإنْ عَلانِيَ مَنْ دُونِي فلا عَجَبٌ لي أُسوةٌ بانحطاطِ الشمس عن زُحَلِ,2
وحسنُ ظَنِّكَ بالأيام مَعْجَزَةٌ فظُنَّ شَرّاً وكنْ منها على وَجَلِ,2
غاضَ الوفاءُ وفاضَ الغدرُ وانفرجتْ مسافةُ الخُلْفِ بين القولِ والعَمَلِ,2
خَلِّياهُ يـَنـحْ على عَـذَباتِـهْ ويَصُـغْ من دُموعـه آياتهُ,2
كَتَبَ البؤسُ فوق خَديهِ سطراً تتـراءى الآلامُ في كلماتـه:,2
شاعرٌ صاغَهُ الإلهُ من البـؤسِ وأبدى الأسى على نظراتهْ,2
لو تراهُ –والليلُ ساجٍ صموتٌ- لتفطرتَ من شَجا صَعقاتـه,2
قالَ الَّتي كانَت سَمائِيَ في الهَوى صارَت لِنَفسِيَ في الغَرامِ جَهَنَّما,2
خانَت عُهودي بَعدَما مَلَّكتُها قَلبي فَكَيفَ أُطيقُ أَن أَتَبَسَّما,2
قالَ التِجارَةُ في صِراعٍ هائِلٍ مِثلُ المُسافِرِ كادَ يَقتُلَهُ الظَما,2
قالَ العِدى حَولي عَلَت صَيحاتُهُم َأأُسَرُّ وَالأَعداءُ حَولِيَ الحِمى,2
وَعَلَيَّ لِلأَحبابِ فَرضٌ لازِمٌ لَكِنَّ كَفّي لَيسَ تَملُكُ دِرهَما,2
لا خَيرَ في عَيشٍ وَإِن سَرَّنا وَالدَهرُ لا تَبقى لَهُ باقِيَه,2
بَكَت عَيني وَعاوَدَها قَذاها بِعُوّارٍ فَما تَقضي كَراها,2
أَمِن ذِكرِ صَخرٍ دَمعُ عَينِكِ يَسجُمُ بِدَمعٍ حَثيثٍ كَالجُمانِ المُنَظَّمِ,2
إِذا ذَكَرَت نَفسي نَداهُ وَبَأسَهُ تَحَسَّرَ عَنها كُلُّ عَيشٍ وَأَنعُمِ,2
بَكَت عَيني وَحُقَّ لَها العَويلُ وَهاضَ جَناحِيَ الحَدَثُ الجَليلُ,2
فَقَدتُ الدَهرَ كَيفَ أَكَلَّ رُكني لِأَقوامٍ مَوَدَّتُهُم قَليلُ,2
أَلا لَيتَ أُمّي لَم تَلِدني سَوِيَّةً وَكُنتُ تُراباً بَينَ أَيدي القَوابِلِ,2
وَخَرَّت عَلى الأَرضِ السَماءُ فَطَبَّقَت وَماتَ جَميعاً كُلُّ حافٍ وَناعِلِ,2
أَبكي عَلى هالِكٍ أَودى فَأَورَثَني عِندَ التَفَرُّقِ حُزناً حَرُّهُ باقِ,2
لَأَبكِيَنَّكَ ما ناحَت مُطَوَّقَةٌ وَما سَرَيتُ مَعَ الساري عَلى الساقِ,2
عيدٌ بِأَيَّةِ حالٍ عُدتَ يا عيدُ بِما مَضى أَم بِأَمرٍ فيكَ تَجديدُ,2
أَمّا الأَحِبَّةُ فَالبَيداءُ دونَهُمُ فَلَيتَ دونَكَ بيداً دونَها بيدُ,2
